Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
BERTOUA,LOM-ET-DJEREM,BERTOUA II,EST,34262,15041,4.57728,13.68459,2010
BATOURI,KADEI,BATOURI,EST,33158,1354,4.43333,14.36667,2010
BAMENDJOU,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,824,5.38875,10.33161,2010
AKONO,MEFOU-ET-AKONO,AKONO,CENTRE,26176,318,3.5,11.33333,2010
FONTEM,LEBIALEM,MENJI,SUD-OUEST,13755,0,5.4685,9.8818,2010
MINDIF,MAYO-KANI,MINDIF,EXTREME-NORD,44758,1799,10.39757,14.43626,2010
NTUI,LEKIE,NTUI,CENTRE,22346,1455,4.45,11.63333,2010
NKOTENG,HAUTE-SANAGA,NKOTENG,CENTRE,21489,348,4.51667,12.03333,2010
NKONGSAMBA,HAUT-NKAM,NKONGSAMBA II,OUEST,82543,10712,4.9547,9.9404,2010
TIBATI,DJEREM,TABATI,ADAMAOUA,11554,0,6.46667,12.63333,2010
TCHOLLIRÉ,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.4022,14.1698,2010
MBANGA,MOUNGO,MOMBO,LITTORAL,51764,400,4.5016,9.5671,2010
MBANG,HAUTE-SANAGA,DIANG,CENTRE,21347,666,4.58333,13.33333,2010
MBALMAYO,NYONG-ET-SO,MBALMAYO,CENTRE,21774,3038,3.51667,11.5,2010
KAÉLÉ,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.10917,14.45083,2010
AKONOLINGA,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,409,3.76667,12.25,2010
KUMBA,MEME,KUMBA II,SUD-OUEST,15651,9783,4.6363,9.4469,2010
YOKADOUMA,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.51667,15.05,2010
NANGA EBOKO,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,526,4.68333,12.36667,2010
ESÉKA,NYONG-ET-KELLE,ÃSÃ©KA,CENTRE,28644,0,3.65,10.76667,2010
MAAN,VALLEE-DU-NTEM,MA'AN,SUD,94617,264,2.35,10.61667,2010
NGAOUNDÉRÉ,VINA,NGAOUNDÃ©RÃ© II,ADAMAOUA,15875,0,7.31667,13.58333,2010
ABONG-MBANG,HAUT-NYONG,ABONG-MBANG,EST,32193,1499,3.98333,13.18333,2010
MAROUA,DIAMARE,MAROUA II,EXTREME-NORD,41621,17205,10.59095,14.31592,2010
GAROUA,BENOUE,GAROUA I,NORD,61565,19845,9.3,13.4,2010
AKOM II,OCEAN,AKOM II,SUD,93141,566,2.78333,10.56667,2010
MBANKOMO,MFOUNDI,MBANKOMO,CENTRE,27392,857,3.78333,11.38333,2010
LOUM,MOUNGO,LOUM,LITTORAL,51421,1960,4.7182,9.7351,2010
MELONG,HAUT-NKAM,MÃ©LONG,OUEST,82148,0,5.1218,9.96143,2010
YAGOUA,MAYO-DANAY,YAGOUA,EXTREME-NORD,43642,6055,10.34107,15.23288,2010
PITOA,BENOUE,GAROUA II,NORD,61682,10761,9.38333,13.53333,2010
MBOUDA,BAMBOUTOS,MBOUDA,OUEST,81756,1581,5.62578,10.25517,2010
JAKIRI,BUI,JAKIRI,NORD-OUEST,72275,12274,6.1,10.65,2010
BONABÉRI,WOURI,DOUALA I,LITTORAL,54597,72488,4.0779,9.6759,2010
KOUSSÉRI,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.07689,15.03063,2010
BÉTARÉ OYA,LOM-ET-DJEREM,BÃ©TARÃ©-OYA,EST,34542,0,5.6,14.08333,2010
KUMBO,BUI,KUMBO,NORD-OUEST,72311,40495,6.2,10.66667,2010
KONTCHA,FARO-ET-DEO,KONTCHA,ADAMAOUA,12235,997,7.96667,12.23333,2010
GUIDER,MAYO-LOUTI,GUIDER,NORD,63639,2232,9.93417,13.94861,2010
FOUMBAN,NOUN,FOUMBAN,OUEST,88358,1330,5.7291,10.90011,2010
NDIKINIMÉKI,MBAM-ET-INOUBOU,NITOUKOU,CENTRE,23271,6310,4.76667,10.83333,2010
NDÉLÉLÉ,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.04065,14.92501,2010
YOKO,MBAM-ET-KIM,YOKO,CENTRE,24769,224,5.53333,12.31667,2010
ESSÉ,MEFOU-ET-AFAMBA,ESSE,CENTRE,25657,666,4.1,11.9,2010
MAKARI,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.5717,14.46662,2010
POLI,FARO,LAGDO,NORD,62357,265,8.48333,13.25,2010
LAGDO,BENOUE,BIBEMI,NORD,61256,108,9.05,13.73333,2010
DSCHANG,MENOUA,DSCHANG,OUEST,85334,1905,5.44559,10.055,2010
DOUMÉ,HAUT-NYONG,DOUMÃ©,EST,32318,0,4.23333,13.45,2010
MANJO,MOUNGO,MANJO,LITTORAL,51588,1587,4.8428,9.8217,2010
MAMFE,MANYU,MAMFE,SUD-OUEST,14357,0,5.754,9.3123,2010
OBALA,LEKIE,OBALA,CENTRE,22589,2863,4.16667,11.53333,2010
AMBAM,VALLEE-DU-NTEM,AMBAM,SUD,94151,912,2.38333,11.28333,2010
MBENGWI,MEZAM,MBENGWI,NORD-OUEST,75626,1963,6.01667,10.0,2010
YABASSI,NKAM,YABASSI,LITTORAL,52582,332,4.45697,9.96822,2010
MORA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1103,11.04611,14.14011,2010
BANGANGTÉ,NDE,BASSAMBA,OUEST,87214,151,5.14091,10.51975,2010
BALI,MEZAM,BALI,NORD-OUEST,75233,1586,5.88724,10.01248,2010
LIMBE,FAKO,LIMBÃ© I,SUD-OUEST,11598,0,4.0242,9.2149,2010
BELO,MEZAM,NJINIKOM,NORD-OUEST,75726,3338,6.13333,10.25,2010
BANKIM,MAYO-BANYO,BANKIM,ADAMAOUA,13162,2923,6.08303,11.4905,2010
NGOU,HAUTS-PLATEAUX,BANGOU,OUEST,83512,601,5.1959,10.38441,2010
SAA,LEKIE,SA'A,CENTRE,22836,1654,4.36667,11.45,2010
OMBÉSA,MBAM-ET-INOUBOU,OMBESSA,CENTRE,23437,1457,4.6,11.25,2010
MME-BAFUMEN,BOYO,FUNDONG,NORD-OUEST,71425,5437,6.33333,10.23333,2010
MBANDJOK,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2031,4.45,11.9,2010
BAMUSSO,NDIAN,BAMUSSO,SUD-OUEST,16177,960,4.4591,8.9027,2010
PENJA,MOUNGO,PENJA,LITTORAL,51187,0,4.63911,9.67987,2010
IDENAO,FAKO,IDENAU,SUD-OUEST,11446,0,4.2475,9.00472,2010
NDOM,MOUNGO,MOMBO,LITTORAL,51764,400,4.4978,9.5628,2010
MVANGUÉ,MVILA,MENGONG,SUD,92859,541,2.96667,11.51667,2010
MUTENGENE,FAKO,LIMBÃ© I,SUD-OUEST,11598,0,4.0913,9.3144,2010
BEKONDO,MEME,KUMBA I,SUD-OUEST,15567,6085,4.6819,9.3214,2010
DIANG,NKAM,YABASSI,LITTORAL,52582,332,4.25,10.01667,2010
BABANKI,MEZAM,TUBAH,NORD-OUEST,75913,3335,6.11667,10.25,2010
SOMIÉ,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.45843,11.43299,2010
DIMAKO,KADEI,DIMAKO,EST,33439,1281,4.38333,13.56667,2010
OKOLA,LEKIE,OKALA,CENTRE,22651,0,4.01667,11.38333,2010
BANSOA,HAUTS-PLATEAUX,BAFOUSSAM III,OUEST,83192,2722,5.44718,10.31514,2010
EYUMOJOK,MANYU,EYUMODJOCK,SUD-OUEST,14237,1060,5.750358,8.983317,2010
MBE,VINA,MBÃ©,ADAMAOUA,15446,0,7.850437,13.600038,2010
OVENG,MVILA,AMBAM,SUD,92151,912,2.41667,11.56667,2010
AKOM,DJA-ET-LOBO,BENGBIS,SUD,91179,248,3.28333,12.46667,2010
SOUMI,FARO,BÃ©KA,NORD,62173,0,8.57084,13.00554,2010
MEBA,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.28333,11.88333,2010
ADJAP,MVILA,BIWONG-BANÃ©,SUD,92243,0,2.96667,11.11667,2010
NKOADJAP,MVILA,BIWONG-BULU,SUD,92384,592,2.55,11.53333,2010
SOLOA,MAYO-LOUTI,FIGUIL,NORD,63523,1342,9.66472,13.96794,2010
LAMINGUEL,MAYO-LOUTI,GUIDER,NORD,63639,2232,9.91042,13.77728,2010
DAFEN,DIAMARE,ZINA,EXTREME-NORD,41542,417,11.09096,14.88235,2010
GALEGALE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,485,12.20354,14.69994,2010
BAMGUEL-MBORORO,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,388,10.28561,13.83162,2010
FADARE,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.91999,14.60241,2010
KONGOLA DJIDDEO,DIAMARE,MAROUA II,EXTREME-NORD,41621,5569,10.61667,14.4,2010
GOIZINAK,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,417,11.51017,15.11491,2010
GUETAMA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.04993,13.83486,2010
MAWAK,MAYO-SAVA,KOZA,EXTREME-NORD,45214,424,10.93504,13.90911,2010
WAGLAM,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1083,12.6855,14.4892,2010
GOULOUNDOUMA,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,706,11.50278,14.72679,2010
POUMPOUM,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.65,12.58333,2010
BERKONG,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,526,4.65,12.6,2010
MEBEM,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,380,3.48333,12.18333,2010
MEMIAM,NYONG-ET-SO,MBALMAYO,CENTRE,21774,3038,3.46667,11.6,2010
MBENGUENI,HAUTE-SANAGA,NKOTENG,CENTRE,21489,348,4.78333,12.05,2010
BINDALIMA I,LEKIE,NTUI,CENTRE,22346,1455,4.45,11.63333,2010
AVO,LEKIE,MONATÃ©LÃ©,CENTRE,22121,0,4.26667,11.23333,2010
NKOLELOUGA,LEKIE,EBEBDA,CENTRE,22482,900,4.46667,11.36667,2010
BIKOUE,OCEAN,LOKOUNDJÃ©,SUD,93834,0,3.2,10.03333,2010
NKONO,DJA-ET-LOBO,OVENG,SUD,91725,286,2.4,12.43333,2010
LAK,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.97767,13.71518,2010
BOBOK,FARO,MBÃ©,NORD,62446,0,8.13333,13.63333,2010
GOULOUM,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.03903,13.66974,2010
BIGALERE,MAYO-REY,MADINGRING,NORD,64455,1340,8.38333,14.95,2010
KITCHIHA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,10.01473,13.3353,2010
OURO GALDIMA,BENOUE,LAGDO,NORD,61857,265,8.68333,13.58333,2010
SANGUERE-PAUL,BENOUE,GAROUA III,NORD,61786,1572,9.28164,13.45958,2010
SOUARI,BENOUE,PITOA,NORD,61233,1345,9.31745,13.66739,2010
MASGA,MAYO-LOUTI,FIGUIL,NORD,63523,1342,10.02912,13.99705,2010
HAITA,MAYO-REY,MADINGRING,NORD,64455,1340,8.23333,14.95,2010
NDJAMENA,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,12.01474,14.72028,2010
BABADAM,DIAMARE,BOGO,EXTREME-NORD,41171,1990,10.78182,14.73783,2010
MELDERE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.83253,13.8285,2010
PALBARA,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.90754,14.21119,2010
MAFAOLI,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2054,10.72839,13.82106,2010
DJEMBELE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.79888,13.82059,2010
JAOUE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.77291,13.84003,2010
MATAL,MAYO-SAVA,KOZA,EXTREME-NORD,45214,424,10.93163,13.99486,2010
NKOLNGOK,MEFOU-ET-AKONO,AKONO,CENTRE,26176,318,3.5,11.36667,2010
OSOE BIKOBO,MEFOU-ET-AKONO,AKONO,CENTRE,26176,318,3.45,11.18333,2010
KOUNDJIRI,MBAM-ET-KIM,YOKO,CENTRE,24769,224,5.36667,12.21667,2010
OSOMBE,LEKIE,NTUI,CENTRE,22346,1455,4.6,11.65,2010
AFAMVE,MEFOU-ET-AFAMBA,EDZENDOUAN,CENTRE,25474,3862,4.16667,11.66667,2010
EFOULAN,NYONG-ET-SO,ENDOM,CENTRE,21661,380,3.4,12.06667,2010
DJOP,DJA-ET-LOBO,DJOUM,SUD,91262,515,2.43333,12.68333,2010
BIKOU,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,1863,2.81667,10.95,2010
NKOUMADJAP II,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.2,11.95,2010
MANG,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.91667,12.01667,2010
MBA,MAYO-BANYO,BANYO,ADAMAOUA,13212,2959,6.98333,11.91667,2010
NIE DEUWA,DJEREM,TABATI,ADAMAOUA,11554,0,6.87329,12.81997,2010
NJA',HAUTS-PLATEAUX,PENKA-MICHEL,OUEST,83857,863,5.45548,10.26218,2010
FAMLOUH,HAUTS-PLATEAUX,BANGOU,OUEST,83512,601,5.19299,10.43377,2010
KEKEM,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.15689,10.01996,2010
NGWIHO,KOUNG-KHI,BAYANGAM,OUEST,84353,309,5.2607,10.48145,2010
BAKADJOU,BAMBOUTOS,MBOUDA,OUEST,81756,1581,5.54509,10.29508,2010
NZENKOP,MENOUA,NKONG-ZEM,OUEST,85824,0,5.48193,10.10815,2010
KONE,BENOUE,NGONG,NORD,61167,0,8.82923,13.28359,2010
DJIMI,FARO,LAGDO,NORD,62357,265,8.52646,13.51343,2010
PITOA-DOULI,BENOUE,GAROUA III,NORD,61786,1572,9.27306,13.53361,2010
NIAKIRA,BENOUE,GAROUA II,NORD,61682,10761,9.38159,13.45016,2010
GANDJIBA,FARO,LAGDO,NORD,62357,265,8.42913,13.33745,2010
AMSA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.44778,13.54263,2010
MBOUGOUANE,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.55535,13.6956,2010
SAO,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,485,12.2592,14.81148,2010
ROUA,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.77895,13.99153,2010
BIVON,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,579,10.25474,13.85919,2010
GOULVOU,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,579,10.41071,13.77719,2010
WARADE,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1103,11.1463,13.95175,2010
KABO SANG HIRE,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.09591,14.70853,2010
OURO DEOUMARE,MAYO-DANAY,MOULVOUDAYE,EXTREME-NORD,43252,2033,10.38425,14.86175,2010
MADAKOLKOS,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.90367,14.1133,2010
BILAO,MAYO-KANI,GUIDIGUIS,EXTREME-NORD,44417,1596,10.07394,14.52485,2010
CHICHIEM,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2054,10.72966,13.88235,2010
MATSARI,MBAM-ET-KIM,YOKO,CENTRE,24769,224,5.35,12.23333,2010
MAFIA,NOUN,DEUK,OUEST,88271,2142,5.33333,11.35,2010
ADOUM,NYONG-ET-SO,DZENG,CENTRE,21585,315,3.61667,11.76667,2010
MBE,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2031,4.28333,11.86667,2010
NKOLMEDZAP,MEFOU-ET-AKONO,NGOUMOU,CENTRE,26445,586,3.61667,11.26667,2010
DOUALAYEL,FARO-ET-DEO,TIGNÃ¨RE,ADAMAOUA,12592,0,7.01667,12.66667,2010
WEME,MEME,DIKOME-BALUE,SUD-OUEST,15216,0,4.7752,9.1916,2010
EDIGIDIM,NDIAN,BAMUSSO,SUD-OUEST,16177,960,4.5195,8.8838,2010
BOGONGO,MEME,EKONDO-TITI,SUD-OUEST,15318,2584,4.5804,9.1041,2010
NKWENTOR,KUPE-MANENGUBA,KONYE,SUD-OUEST,12228,1206,5.0736,9.3955,2010
BASSE,MIFI,BAFOUSSAM III,OUEST,86392,2722,5.54836,10.34391,2010
BANDOUOP,HAUT-NKAM,BANA,OUEST,82395,1330,5.10013,10.35796,2010
LAPU,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9797,9.6745,2010
NGEMBO,MEZAM,BAMENDA II,NORD-OUEST,75442,0,5.96387,10.03763,2010
BENDI,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9014,9.7537,2010
BUGRI,MEZAM,BAFUT,NORD-OUEST,75149,6873,6.2557,9.9862,2010
MBALAM,HAUT-NYONG,NGOYLA,EST,32997,318,2.78333,13.95,2010
KABILI,HAUTE-SANAGA,DOUMAINTANG,CENTRE,21448,612,4.31667,13.23333,2010
NLANE,LOM-ET-DJEREM,NGOURA,EST,34148,1593,5.1,14.01667,2010
DIMAKO I,KADEI,BATOURI,EST,33158,1354,4.35,14.15,2010
YENGA DOUCEMENT,BOUMBA-ET-NGOKO,MOULOUNDOU,EST,31357,0,2.26667,15.35,2010
MANSA,LOM-ET-DJEREM,BÃ©LABO,EST,34497,0,5.16667,13.51667,2010
MAYOS,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.93333,12.68333,2010
FANG BILOUN,NYONG-ET-MFOUMOU,KOBDOMBO,CENTRE,29111,0,4.0,12.71667,2010
DONKERE,FARO-ET-DEO,MAYO-BALÃ©O,ADAMAOUA,12447,0,7.76667,12.2,2010
AKAK,MANYU,MAMFE,SUD-OUEST,14357,0,5.48333,9.36667,2010
NYE,MENOUA,NKONG-ZEM,OUEST,85824,0,5.51137,10.15574,2010
MEGHUI,BAMBOUTOS,BATCHAM,OUEST,81593,851,5.57605,10.17075,2010
BAHAM III,MIFI,KOUOPTAMO,OUEST,86694,874,5.61965,10.58774,2010
NGWA,KOUNG-KHI,BAYANGAM,OUEST,84353,309,5.20134,10.48097,2010
MELIA,MENOUA,NKONG-ZEM,OUEST,85824,0,5.50906,10.14901,2010
MODONG,BAMBOUTOS,GALIM,OUEST,81677,1272,5.71815,10.44138,2010
NVING,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,824,5.36684,10.24563,2010
BAMETOU,MIFI,BAFOUSSAM III,OUEST,86392,2722,5.53479,10.37184,2010
NDOUMBA,NDE,BASSAMBA,OUEST,87214,151,5.04652,10.56066,2010
NKOAMBENG,MIFI,KOUOPTAMO,OUEST,86694,874,5.61303,10.62003,2010
BOME,MEZAM,MBENGWI,NORD-OUEST,75626,1963,5.97591,10.00104,2010
DUSAT,SANAGA-MARITIME,ÃDÃ©A II,LITTORAL,53453,0,4.1,10.41667,2010
MAMPANG,HAUT-NYONG,ABONG-MBANG,EST,32193,1499,4.0,13.18333,2010
KOMBA,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,251,3.41667,12.7,2010
MBAME I,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,706,4.3,13.06667,2010
AKOM,OCEAN,NIÃ©TÃ©,SUD,93235,0,2.81667,10.13333,2010
ANGONGE,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.21667,11.95,2010
ALOUM,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,1863,2.8,10.73333,2010
LOUM,NYONG-ET-SO,MEYOMESSALA,CENTRE,21942,471,3.23333,12.1,2010
YOS,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,463,2.98333,12.23333,2010
NKONDONGO,MVILA,EBOLOWA II,SUD,92529,1872,2.66667,11.35,2010
BAM,MAYO-REY,NGAN'HA,NORD,64683,0,7.71667,14.0,2010
KABOA,MAYO-REY,DJOHONG,NORD,64288,470,7.20366,15.02255,2010
NDOA,OCEAN,LOKOUNDJÃ©,SUD,93834,0,3.05,10.23333,2010
MEKAK,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.26667,12.01667,2010
POMLA,FARO,BÃ©KA,NORD,62173,0,8.75,12.86667,2010
MAYO BAYLA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.75389,13.43952,2010
SOSIMI,MAYO-LOUTI,PITOA,NORD,63233,1345,9.61667,13.7,2010
MARKA,FARO,LAGDO,NORD,62357,265,8.45772,13.2762,2010
MIGALAT,MBERE,BÃ©LEL,ADAMAOUA,14165,0,7.16667,14.38333,2010
DJIRLADJE,BENOUE,GAROUA I,NORD,61565,9634,9.28752,13.33953,2010
GUELELE,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.78191,13.97694,2010
MALAM PETEL,DIAMARE,MAROUA III,EXTREME-NORD,41781,3756,10.81445,14.44707,2010
GOLOMBA,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.76335,13.97396,2010
MONGOSSI,DIAMARE,MAGA,EXTREME-NORD,41499,2472,10.94814,14.79036,2010
MOULANDI,MAYO-LOUTI,MOUTOURWA,NORD,63982,809,10.20481,14.03188,2010
ABOUDANGALA KABIR,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,721,12.67015,14.54634,2010
DIO,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.39618,14.58968,2010
OROUGOLDA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.83354,13.8676,2010
RVA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.8719,13.72295,2010
JILER,MAYO-SAVA,KOZA,EXTREME-NORD,45214,424,10.917,13.89905,2010
DIVEL,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,706,11.5014,14.82319,2010
NGORO,MAYO-KANI,DZIGUILAO,EXTREME-NORD,44241,0,10.06695,14.83439,2010
GUIDIYAK,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.85237,13.96862,2010
MARGAMA,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,510,12.52315,14.29267,2010
KALANG,MAYO-DANAY,MAGA,EXTREME-NORD,43199,2472,10.82073,14.8882,2010
EBOMSI I,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.41667,11.71667,2010
NSEBE,MEFOU-ET-AFAMBA,MENGANG,CENTRE,25973,403,3.78333,11.96667,2010
KINTELOM,NYONG-ET-SO,ENDOM,CENTRE,21661,380,3.41667,12.01667,2010
MBATI,MBAM-ET-KIM,YOKO,CENTRE,24769,224,5.08333,12.06667,2010
OMBAMO,MBAM-ET-INOUBOU,BOKITO,CENTRE,23263,2920,4.43333,10.98333,2010
OURO ARDOYA YA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.86667,13.33333,2010
