Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
NKONGSAMBA,HAUT-NKAM,NKONGSAMBA II,OUEST,82543,12344,4.9547,9.9404,2015
TIBATI,DJEREM,TABATI,ADAMAOUA,11554,0,6.46667,12.63333,2015
TCHOLLIRÉ,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.4022,14.1698,2015
MBANGA,MOUNGO,MOMBO,LITTORAL,51764,463,4.5016,9.5671,2015
MBANG,HAUTE-SANAGA,DIANG,CENTRE,21347,775,4.58333,13.33333,2015
MBALMAYO,NYONG-ET-SO,MBALMAYO,CENTRE,21774,3532,3.51667,11.5,2015
KAÉLÉ,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.10917,14.45083,2015
AKONOLINGA,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,475,3.76667,12.25,2015
KUMBA,MEME,KUMBA II,SUD-OUEST,15651,11264,4.6363,9.4469,2015
YOKADOUMA,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.51667,15.05,2015
NANGA EBOKO,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,612,4.68333,12.36667,2015
ESÉKA,NYONG-ET-KELLE,ÃSÃ©KA,CENTRE,28644,0,3.65,10.76667,2015
MAAN,VALLEE-DU-NTEM,MA'AN,SUD,94617,301,2.35,10.61667,2015
NGAOUNDÉRÉ,VINA,NGAOUNDÃ©RÃ© II,ADAMAOUA,15875,0,7.31667,13.58333,2015
ABONG-MBANG,HAUT-NYONG,ABONG-MBANG,EST,32193,1718,3.98333,13.18333,2015
MAROUA,DIAMARE,MAROUA II,EXTREME-NORD,41621,21714,10.59095,14.31592,2015
GAROUA,BENOUE,GAROUA I,NORD,61565,24882,9.3,13.4,2015
AKOM II,OCEAN,AKOM II,SUD,93141,645,2.78333,10.56667,2015
MBANKOMO,MFOUNDI,MBANKOMO,CENTRE,27392,997,3.78333,11.38333,2015
LOUM,MOUNGO,LOUM,LITTORAL,51421,2267,4.7182,9.7351,2015
MELONG,HAUT-NKAM,MÃ©LONG,OUEST,82148,0,5.1218,9.96143,2015
YAGOUA,MAYO-DANAY,YAGOUA,EXTREME-NORD,43642,7066,10.34107,15.23288,2015
PITOA,BENOUE,GAROUA II,NORD,61682,12476,9.38333,13.53333,2015
MBOUDA,BAMBOUTOS,MBOUDA,OUEST,81756,1822,5.62578,10.25517,2015
JAKIRI,BUI,JAKIRI,NORD-OUEST,72275,14219,6.1,10.65,2015
BONABÉRI,WOURI,DOUALA I,LITTORAL,54597,83863,4.0779,9.6759,2015
KOUSSÉRI,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.07689,15.03063,2015
BÉTARÉ OYA,LOM-ET-DJEREM,BÃ©TARÃ©-OYA,EST,34542,0,5.6,14.08333,2015
KUMBO,BUI,KUMBO,NORD-OUEST,72311,46912,6.2,10.66667,2015
KONTCHA,FARO-ET-DEO,KONTCHA,ADAMAOUA,12235,1142,7.96667,12.23333,2015
GUIDER,MAYO-LOUTI,GUIDER,NORD,63639,2588,9.93417,13.94861,2015
FOUMBAN,NOUN,FOUMBAN,OUEST,88358,1532,5.7291,10.90011,2015
NDIKINIMÉKI,MBAM-ET-INOUBOU,NITOUKOU,CENTRE,23271,7336,4.76667,10.83333,2015
NDÉLÉLÉ,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.04065,14.92501,2015
YOKO,MBAM-ET-KIM,YOKO,CENTRE,24769,260,5.53333,12.31667,2015
ESSÉ,MEFOU-ET-AFAMBA,ESSE,CENTRE,25657,775,4.1,11.9,2015
MAKARI,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.5717,14.46662,2015
POLI,FARO,LAGDO,NORD,62357,307,8.48333,13.25,2015
LAGDO,BENOUE,BIBEMI,NORD,61256,125,9.05,13.73333,2015
DSCHANG,MENOUA,DSCHANG,OUEST,85334,2195,5.44559,10.055,2015
DOUMÉ,HAUT-NYONG,DOUMÃ©,EST,32318,0,4.23333,13.45,2015
MANJO,MOUNGO,MANJO,LITTORAL,51588,1837,4.8428,9.8217,2015
MAMFE,MANYU,MAMFE,SUD-OUEST,14357,0,5.754,9.3123,2015
OBALA,LEKIE,OBALA,CENTRE,22589,3329,4.16667,11.53333,2015
AMBAM,VALLEE-DU-NTEM,AMBAM,SUD,94151,1041,2.38333,11.28333,2015
MBENGWI,MEZAM,MBENGWI,NORD-OUEST,75626,2274,6.01667,10.0,2015
YABASSI,NKAM,YABASSI,LITTORAL,52582,384,4.45697,9.96822,2015
MORA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.04611,14.14011,2015
BANGANGTÉ,NDE,BASSAMBA,OUEST,87214,174,5.14091,10.51975,2015
BALI,MEZAM,BALI,NORD-OUEST,75233,1838,5.88724,10.01248,2015
LIMBE,FAKO,LIMBÃ© I,SUD-OUEST,11598,0,4.0242,9.2149,2015
BELO,MEZAM,NJINIKOM,NORD-OUEST,75726,3866,6.13333,10.25,2015
BANKIM,MAYO-BANYO,BANKIM,ADAMAOUA,13162,3348,6.08303,11.4905,2015
NGOU,HAUTS-PLATEAUX,BANGOU,OUEST,83512,693,5.1959,10.38441,2015
SAA,LEKIE,SA'A,CENTRE,22836,1923,4.36667,11.45,2015
OMBÉSA,MBAM-ET-INOUBOU,OMBESSA,CENTRE,23437,1694,4.6,11.25,2015
MME-BAFUMEN,BOYO,FUNDONG,NORD-OUEST,71425,6299,6.33333,10.23333,2015
MBANDJOK,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2361,4.45,11.9,2015
BAMUSSO,NDIAN,BAMUSSO,SUD-OUEST,16177,1105,4.4591,8.9027,2015
PENJA,MOUNGO,PENJA,LITTORAL,51187,0,4.63911,9.67987,2015
IDENAO,FAKO,IDENAU,SUD-OUEST,11446,0,4.2475,9.00472,2015
NDOM,MOUNGO,MOMBO,LITTORAL,51764,463,4.4978,9.5628,2015
MVANGUÉ,MVILA,MENGONG,SUD,92859,617,2.96667,11.51667,2015
MUTENGENE,FAKO,LIMBÃ© I,SUD-OUEST,11598,0,4.0913,9.3144,2015
BEKONDO,MEME,KUMBA I,SUD-OUEST,15567,7006,4.6819,9.3214,2015
DIANG,NKAM,YABASSI,LITTORAL,52582,384,4.25,10.01667,2015
BABANKI,MEZAM,TUBAH,NORD-OUEST,75913,3864,6.11667,10.25,2015
SOMIÉ,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.45843,11.43299,2015
DIMAKO,KADEI,DIMAKO,EST,33439,1468,4.38333,13.56667,2015
OKOLA,LEKIE,OKALA,CENTRE,22651,0,4.01667,11.38333,2015
BANSOA,HAUTS-PLATEAUX,BAFOUSSAM III,OUEST,83192,3137,5.44718,10.31514,2015
EYUMOJOK,MANYU,EYUMODJOCK,SUD-OUEST,14237,1220,5.750358,8.983317,2015
MBE,VINA,MBÃ©,ADAMAOUA,15446,0,7.850437,13.600038,2015
OVENG,MVILA,AMBAM,SUD,92151,1041,2.41667,11.56667,2015
AKOM,DJA-ET-LOBO,BENGBIS,SUD,91179,283,3.28333,12.46667,2015
SOUMI,FARO,BÃ©KA,NORD,62173,0,8.57084,13.00554,2015
MEBA,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.28333,11.88333,2015
ADJAP,MVILA,BIWONG-BANÃ©,SUD,92243,0,2.96667,11.11667,2015
NKOADJAP,MVILA,BIWONG-BULU,SUD,92384,675,2.55,11.53333,2015
SOLOA,MAYO-LOUTI,FIGUIL,NORD,63523,1556,9.66472,13.96794,2015
LAMINGUEL,MAYO-LOUTI,GUIDER,NORD,63639,2588,9.91042,13.77728,2015
DAFEN,DIAMARE,ZINA,EXTREME-NORD,41542,487,11.09096,14.88235,2015
GALEGALE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,566,12.20354,14.69994,2015
BAMGUEL-MBORORO,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,452,10.28561,13.83162,2015
FADARE,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.91999,14.60241,2015
KONGOLA DJIDDEO,DIAMARE,MAROUA II,EXTREME-NORD,41621,6498,10.61667,14.4,2015
GOIZINAK,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,487,11.51017,15.11491,2015
GUETAMA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.04993,13.83486,2015
MAWAK,MAYO-SAVA,KOZA,EXTREME-NORD,45214,495,10.93504,13.90911,2015
WAGLAM,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1263,12.6855,14.4892,2015
GOULOUNDOUMA,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,824,11.50278,14.72679,2015
POUMPOUM,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.65,12.58333,2015
BERKONG,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,612,4.65,12.6,2015
MEBEM,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,441,3.48333,12.18333,2015
MEMIAM,NYONG-ET-SO,MBALMAYO,CENTRE,21774,3532,3.46667,11.6,2015
MBENGUENI,HAUTE-SANAGA,NKOTENG,CENTRE,21489,404,4.78333,12.05,2015
BINDALIMA I,LEKIE,NTUI,CENTRE,22346,1691,4.45,11.63333,2015
AVO,LEKIE,MONATÃ©LÃ©,CENTRE,22121,0,4.26667,11.23333,2015
NKOLELOUGA,LEKIE,EBEBDA,CENTRE,22482,1046,4.46667,11.36667,2015
BIKOUE,OCEAN,LOKOUNDJÃ©,SUD,93834,0,3.2,10.03333,2015
NKONO,DJA-ET-LOBO,OVENG,SUD,91725,326,2.4,12.43333,2015
LAK,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.97767,13.71518,2015
BOBOK,FARO,MBÃ©,NORD,62446,0,8.13333,13.63333,2015
GOULOUM,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.03903,13.66974,2015
BIGALERE,MAYO-REY,MADINGRING,NORD,64455,1553,8.38333,14.95,2015
KITCHIHA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,10.01473,13.3353,2015
OURO GALDIMA,BENOUE,LAGDO,NORD,61857,307,8.68333,13.58333,2015
SANGUERE-PAUL,BENOUE,GAROUA III,NORD,61786,1822,9.28164,13.45958,2015
SOUARI,BENOUE,PITOA,NORD,61233,1559,9.31745,13.66739,2015
MASGA,MAYO-LOUTI,FIGUIL,NORD,63523,1556,10.02912,13.99705,2015
HAITA,MAYO-REY,MADINGRING,NORD,64455,1553,8.23333,14.95,2015
NDJAMENA,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,12.01474,14.72028,2015
BABADAM,DIAMARE,BOGO,EXTREME-NORD,41171,2322,10.78182,14.73783,2015
MELDERE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,495,10.83253,13.8285,2015
PALBARA,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.90754,14.21119,2015
MAFAOLI,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2397,10.72839,13.82106,2015
DJEMBELE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,495,10.79888,13.82059,2015
JAOUE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,495,10.77291,13.84003,2015
MATAL,MAYO-SAVA,KOZA,EXTREME-NORD,45214,495,10.93163,13.99486,2015
NKOLNGOK,MEFOU-ET-AKONO,AKONO,CENTRE,26176,369,3.5,11.36667,2015
OSOE BIKOBO,MEFOU-ET-AKONO,AKONO,CENTRE,26176,369,3.45,11.18333,2015
KOUNDJIRI,MBAM-ET-KIM,YOKO,CENTRE,24769,260,5.36667,12.21667,2015
OSOMBE,LEKIE,NTUI,CENTRE,22346,1691,4.6,11.65,2015
AFAMVE,MEFOU-ET-AFAMBA,EDZENDOUAN,CENTRE,25474,4490,4.16667,11.66667,2015
EFOULAN,NYONG-ET-SO,ENDOM,CENTRE,21661,441,3.4,12.06667,2015
DJOP,DJA-ET-LOBO,DJOUM,SUD,91262,588,2.43333,12.68333,2015
BIKOU,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,2126,2.81667,10.95,2015
NKOUMADJAP II,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.2,11.95,2015
MANG,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.91667,12.01667,2015
MBA,MAYO-BANYO,BANYO,ADAMAOUA,13212,3390,6.98333,11.91667,2015
NIE DEUWA,DJEREM,TABATI,ADAMAOUA,11554,0,6.87329,12.81997,2015
NJA',HAUTS-PLATEAUX,PENKA-MICHEL,OUEST,83857,994,5.45548,10.26218,2015
FAMLOUH,HAUTS-PLATEAUX,BANGOU,OUEST,83512,693,5.19299,10.43377,2015
KEKEM,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.15689,10.01996,2015
NGWIHO,KOUNG-KHI,BAYANGAM,OUEST,84353,356,5.2607,10.48145,2015
BAKADJOU,BAMBOUTOS,MBOUDA,OUEST,81756,1822,5.54509,10.29508,2015
NZENKOP,MENOUA,NKONG-ZEM,OUEST,85824,0,5.48193,10.10815,2015
KONE,BENOUE,NGONG,NORD,61167,0,8.82923,13.28359,2015
DJIMI,FARO,LAGDO,NORD,62357,307,8.52646,13.51343,2015
PITOA-DOULI,BENOUE,GAROUA III,NORD,61786,1822,9.27306,13.53361,2015
NIAKIRA,BENOUE,GAROUA II,NORD,61682,12476,9.38159,13.45016,2015
GANDJIBA,FARO,LAGDO,NORD,62357,307,8.42913,13.33745,2015
AMSA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.44778,13.54263,2015
MBOUGOUANE,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.55535,13.6956,2015
SAO,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,566,12.2592,14.81148,2015
ROUA,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.77895,13.99153,2015
BIVON,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,675,10.25474,13.85919,2015
GOULVOU,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,675,10.41071,13.77719,2015
WARADE,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.1463,13.95175,2015
KABO SANG HIRE,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.09591,14.70853,2015
OURO DEOUMARE,MAYO-DANAY,MOULVOUDAYE,EXTREME-NORD,43252,2373,10.38425,14.86175,2015
MADAKOLKOS,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.90367,14.1133,2015
BILAO,MAYO-KANI,GUIDIGUIS,EXTREME-NORD,44417,1862,10.07394,14.52485,2015
CHICHIEM,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2397,10.72966,13.88235,2015
MATSARI,MBAM-ET-KIM,YOKO,CENTRE,24769,260,5.35,12.23333,2015
MAFIA,NOUN,DEUK,OUEST,88271,2469,5.33333,11.35,2015
ADOUM,NYONG-ET-SO,DZENG,CENTRE,21585,367,3.61667,11.76667,2015
MBE,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2361,4.28333,11.86667,2015
NKOLMEDZAP,MEFOU-ET-AKONO,NGOUMOU,CENTRE,26445,681,3.61667,11.26667,2015
DOUALAYEL,FARO-ET-DEO,TIGNÃ¨RE,ADAMAOUA,12592,0,7.01667,12.66667,2015
WEME,MEME,DIKOME-BALUE,SUD-OUEST,15216,0,4.7752,9.1916,2015
EDIGIDIM,NDIAN,BAMUSSO,SUD-OUEST,16177,1105,4.5195,8.8838,2015
BOGONGO,MEME,EKONDO-TITI,SUD-OUEST,15318,2975,4.5804,9.1041,2015
NKWENTOR,KUPE-MANENGUBA,KONYE,SUD-OUEST,12228,1389,5.0736,9.3955,2015
BASSE,MIFI,BAFOUSSAM III,OUEST,86392,3137,5.54836,10.34391,2015
BANDOUOP,HAUT-NKAM,BANA,OUEST,82395,1532,5.10013,10.35796,2015
LAPU,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9797,9.6745,2015
NGEMBO,MEZAM,BAMENDA II,NORD-OUEST,75442,0,5.96387,10.03763,2015
BENDI,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9014,9.7537,2015
BUGRI,MEZAM,BAFUT,NORD-OUEST,75149,7963,6.2557,9.9862,2015
MBALAM,HAUT-NYONG,NGOYLA,EST,32997,365,2.78333,13.95,2015
KABILI,HAUTE-SANAGA,DOUMAINTANG,CENTRE,21448,711,4.31667,13.23333,2015
NLANE,LOM-ET-DJEREM,NGOURA,EST,34148,1826,5.1,14.01667,2015
DIMAKO I,KADEI,BATOURI,EST,33158,1551,4.35,14.15,2015
YENGA DOUCEMENT,BOUMBA-ET-NGOKO,MOULOUNDOU,EST,31357,0,2.26667,15.35,2015
MANSA,LOM-ET-DJEREM,BÃ©LABO,EST,34497,0,5.16667,13.51667,2015
MAYOS,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.93333,12.68333,2015
FANG BILOUN,NYONG-ET-MFOUMOU,KOBDOMBO,CENTRE,29111,0,4.0,12.71667,2015
DONKERE,FARO-ET-DEO,MAYO-BALÃ©O,ADAMAOUA,12447,0,7.76667,12.2,2015
AKAK,MANYU,MAMFE,SUD-OUEST,14357,0,5.48333,9.36667,2015
NYE,MENOUA,NKONG-ZEM,OUEST,85824,0,5.51137,10.15574,2015
MEGHUI,BAMBOUTOS,BATCHAM,OUEST,81593,981,5.57605,10.17075,2015
BAHAM III,MIFI,KOUOPTAMO,OUEST,86694,1008,5.61965,10.58774,2015
NGWA,KOUNG-KHI,BAYANGAM,OUEST,84353,356,5.20134,10.48097,2015
MELIA,MENOUA,NKONG-ZEM,OUEST,85824,0,5.50906,10.14901,2015
MODONG,BAMBOUTOS,GALIM,OUEST,81677,1466,5.71815,10.44138,2015
NVING,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,950,5.36684,10.24563,2015
BAMETOU,MIFI,BAFOUSSAM III,OUEST,86392,3137,5.53479,10.37184,2015
NDOUMBA,NDE,BASSAMBA,OUEST,87214,174,5.04652,10.56066,2015
NKOAMBENG,MIFI,KOUOPTAMO,OUEST,86694,1008,5.61303,10.62003,2015
BOME,MEZAM,MBENGWI,NORD-OUEST,75626,2274,5.97591,10.00104,2015
DUSAT,SANAGA-MARITIME,ÃDÃ©A II,LITTORAL,53453,0,4.1,10.41667,2015
MAMPANG,HAUT-NYONG,ABONG-MBANG,EST,32193,1718,4.0,13.18333,2015
KOMBA,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,293,3.41667,12.7,2015
MBAME I,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,821,4.3,13.06667,2015
AKOM,OCEAN,NIÃ©TÃ©,SUD,93235,0,2.81667,10.13333,2015
ANGONGE,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.21667,11.95,2015
ALOUM,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,2126,2.8,10.73333,2015
LOUM,NYONG-ET-SO,MEYOMESSALA,CENTRE,21942,547,3.23333,12.1,2015
YOS,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,528,2.98333,12.23333,2015
NKONDONGO,MVILA,EBOLOWA II,SUD,92529,2136,2.66667,11.35,2015
BAM,MAYO-REY,NGAN'HA,NORD,64683,0,7.71667,14.0,2015
KABOA,MAYO-REY,DJOHONG,NORD,64288,545,7.20366,15.02255,2015
NDOA,OCEAN,LOKOUNDJÃ©,SUD,93834,0,3.05,10.23333,2015
MEKAK,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.26667,12.01667,2015
POMLA,FARO,BÃ©KA,NORD,62173,0,8.75,12.86667,2015
MAYO BAYLA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.75389,13.43952,2015
SOSIMI,MAYO-LOUTI,PITOA,NORD,63233,1559,9.61667,13.7,2015
MARKA,FARO,LAGDO,NORD,62357,307,8.45772,13.2762,2015
MIGALAT,MBERE,BÃ©LEL,ADAMAOUA,14165,0,7.16667,14.38333,2015
DJIRLADJE,BENOUE,GAROUA I,NORD,61565,11168,9.28752,13.33953,2015
GUELELE,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.78191,13.97694,2015
MALAM PETEL,DIAMARE,MAROUA III,EXTREME-NORD,41781,4383,10.81445,14.44707,2015
GOLOMBA,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.76335,13.97396,2015
MONGOSSI,DIAMARE,MAGA,EXTREME-NORD,41499,2885,10.94814,14.79036,2015
MOULANDI,MAYO-LOUTI,MOUTOURWA,NORD,63982,938,10.20481,14.03188,2015
ABOUDANGALA KABIR,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,841,12.67015,14.54634,2015
DIO,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.39618,14.58968,2015
OROUGOLDA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,495,10.83354,13.8676,2015
RVA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,495,10.8719,13.72295,2015
JILER,MAYO-SAVA,KOZA,EXTREME-NORD,45214,495,10.917,13.89905,2015
DIVEL,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,824,11.5014,14.82319,2015
NGORO,MAYO-KANI,DZIGUILAO,EXTREME-NORD,44241,0,10.06695,14.83439,2015
GUIDIYAK,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.85237,13.96862,2015
MARGAMA,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,595,12.52315,14.29267,2015
KALANG,MAYO-DANAY,MAGA,EXTREME-NORD,43199,2885,10.82073,14.8882,2015
EBOMSI I,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.41667,11.71667,2015
NSEBE,MEFOU-ET-AFAMBA,MENGANG,CENTRE,25973,468,3.78333,11.96667,2015
KINTELOM,NYONG-ET-SO,ENDOM,CENTRE,21661,441,3.41667,12.01667,2015
MBATI,MBAM-ET-KIM,YOKO,CENTRE,24769,260,5.08333,12.06667,2015
OMBAMO,MBAM-ET-INOUBOU,BOKITO,CENTRE,23263,3395,4.43333,10.98333,2015
OURO ARDOYA YA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.86667,13.33333,2015
