Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
NGORO,MBAM-ET-INOUBOU,NGORO,CENTRE,23185,3459,4.95,11.38333,2005
TONGA,NDE,MAKENENE,OUEST,87627,3093,4.96667,10.7,2005
NJINIKOM,BOYO,NJINIKOM,NORD-OUEST,71526,3822,6.23333,10.28333,2005
MEÏGANGA,MBERE,MEIGANGA,ADAMAOUA,14646,2138,6.51667,14.3,2005
DIBOMBARI,WOURI,DIBOMBARI,LITTORAL,54356,705,4.1787,9.6561,2005
BUEA,FAKO,BUEA,SUD-OUEST,11235,7093,4.1527,9.241,2005
BERTOUA,LOM-ET-DJEREM,BERTOUA II,EST,34262,8692,4.57728,13.68459,2005
BATOURI,KADEI,BATOURI,EST,33158,1564,4.43333,14.36667,2005
BAMENDJOU,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,949,5.38875,10.33161,2005
AKONO,MEFOU-ET-AKONO,AKONO,CENTRE,26176,363,3.5,11.33333,2005
FONTEM,LEBIALEM,MENJI,SUD-OUEST,13755,0,5.4685,9.8818,2005
MINDIF,MAYO-KANI,MINDIF,EXTREME-NORD,44758,2041,10.39757,14.43626,2005
NTUI,LEKIE,NTUI,CENTRE,22346,1665,4.45,11.63333,2005
NKOTENG,HAUTE-SANAGA,NKOTENG,CENTRE,21489,384,4.51667,12.03333,2005
NKONGSAMBA,HAUT-NKAM,NKONGSAMBA II,OUEST,82543,6168,4.9547,9.9404,2005
TIBATI,DJEREM,TABATI,ADAMAOUA,11554,0,6.46667,12.63333,2005
TCHOLLIRÉ,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.4022,14.1698,2005
MBANGA,MOUNGO,MOMBO,LITTORAL,51764,459,4.5016,9.5671,2005
MBANG,HAUTE-SANAGA,DIANG,CENTRE,21347,762,4.58333,13.33333,2005
MBALMAYO,NYONG-ET-SO,MBALMAYO,CENTRE,21774,3475,3.51667,11.5,2005
KAÉLÉ,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.10917,14.45083,2005
AKONOLINGA,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,117,3.76667,12.25,2005
KUMBA,MEME,KUMBA II,SUD-OUEST,15651,5638,4.6363,9.4469,2005
YOKADOUMA,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.51667,15.05,2005
NANGA EBOKO,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,602,4.68333,12.36667,2005
ESÉKA,NYONG-ET-KELLE,ÃSÃ©KA,CENTRE,28644,0,3.65,10.76667,2005
MAAN,VALLEE-DU-NTEM,MA'AN,SUD,94617,305,2.35,10.61667,2005
NGAOUNDÉRÉ,VINA,NGAOUNDÃ©RÃ© II,ADAMAOUA,15875,0,7.31667,13.58333,2005
ABONG-MBANG,HAUT-NYONG,ABONG-MBANG,EST,32193,1733,3.98333,13.18333,2005
MAROUA,DIAMARE,MAROUA II,EXTREME-NORD,41621,9479,10.59095,14.31592,2005
GAROUA,BENOUE,GAROUA I,NORD,61565,10999,9.3,13.4,2005
AKOM II,OCEAN,AKOM II,SUD,93141,657,2.78333,10.56667,2005
MBANKOMO,MFOUNDI,MBANKOMO,CENTRE,27392,979,3.78333,11.38333,2005
LOUM,MOUNGO,LOUM,LITTORAL,51421,2046,4.7182,9.7351,2005
MELONG,HAUT-NKAM,MÃ©LONG,OUEST,82148,0,5.1218,9.96143,2005
YAGOUA,MAYO-DANAY,YAGOUA,EXTREME-NORD,43642,6872,10.34107,15.23288,2005
PITOA,BENOUE,GAROUA II,NORD,61682,6143,9.38333,13.53333,2005
MBOUDA,BAMBOUTOS,MBOUDA,OUEST,81756,1821,5.62578,10.25517,2005
JAKIRI,BUI,JAKIRI,NORD-OUEST,72275,14051,6.1,10.65,2005
BONABÉRI,WOURI,DOUALA I,LITTORAL,54597,41691,4.0779,9.6759,2005
KOUSSÉRI,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.07689,15.03063,2005
BÉTARÉ OYA,LOM-ET-DJEREM,BÃ©TARÃ©-OYA,EST,34542,0,5.6,14.08333,2005
KUMBO,BUI,KUMBO,NORD-OUEST,72311,41577,6.2,10.66667,2005
KONTCHA,FARO-ET-DEO,KONTCHA,ADAMAOUA,12235,1152,7.96667,12.23333,2005
GUIDER,MAYO-LOUTI,GUIDER,NORD,63639,2549,9.93417,13.94861,2005
FOUMBAN,NOUN,FOUMBAN,OUEST,88358,1532,5.7291,10.90011,2005
NDIKINIMÉKI,MBAM-ET-INOUBOU,NITOUKOU,CENTRE,23271,7218,4.76667,10.83333,2005
NDÉLÉLÉ,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.04065,14.92501,2005
YOKO,MBAM-ET-KIM,YOKO,CENTRE,24769,256,5.53333,12.31667,2005
ESSÉ,MEFOU-ET-AFAMBA,ESSE,CENTRE,25657,762,4.1,11.9,2005
MAKARI,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.5717,14.46662,2005
POLI,FARO,LAGDO,NORD,62357,173,8.48333,13.25,2005
LAGDO,BENOUE,BIBEMI,NORD,61256,123,9.05,13.73333,2005
DSCHANG,MENOUA,DSCHANG,OUEST,85334,2195,5.44559,10.055,2005
DOUMÉ,HAUT-NYONG,DOUMÃ©,EST,32318,0,4.23333,13.45,2005
MANJO,MOUNGO,MANJO,LITTORAL,51588,1826,4.8428,9.8217,2005
MAMFE,MANYU,MAMFE,SUD-OUEST,14357,0,5.754,9.3123,2005
OBALA,LEKIE,OBALA,CENTRE,22589,3275,4.16667,11.53333,2005
AMBAM,VALLEE-DU-NTEM,AMBAM,SUD,94151,1058,2.38333,11.28333,2005
MBENGWI,MEZAM,MBENGWI,NORD-OUEST,75626,2247,6.01667,10.0,2005
YABASSI,NKAM,YABASSI,LITTORAL,52582,381,4.45697,9.96822,2005
MORA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1251,11.04611,14.14011,2005
BANGANGTÉ,NDE,BASSAMBA,OUEST,87214,149,5.14091,10.51975,2005
BALI,MEZAM,BALI,NORD-OUEST,75233,1815,5.88724,10.01248,2005
LIMBE,FAKO,LIMBÃ© I,SUD-OUEST,11598,0,4.0242,9.2149,2005
BELO,MEZAM,NJINIKOM,NORD-OUEST,75726,3822,6.13333,10.25,2005
BANKIM,MAYO-BANYO,BANKIM,ADAMAOUA,13162,3380,6.08303,11.4905,2005
NGOU,HAUTS-PLATEAUX,BANGOU,OUEST,83512,693,5.1959,10.38441,2005
SAA,LEKIE,SA'A,CENTRE,22836,1893,4.36667,11.45,2005
OMBÉSA,MBAM-ET-INOUBOU,OMBESSA,CENTRE,23437,1666,4.6,11.25,2005
MME-BAFUMEN,BOYO,FUNDONG,NORD-OUEST,71425,6225,6.33333,10.23333,2005
MBANDJOK,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2249,4.45,11.9,2005
BAMUSSO,NDIAN,BAMUSSO,SUD-OUEST,16177,1106,4.4591,8.9027,2005
PENJA,MOUNGO,PENJA,LITTORAL,51187,0,4.63911,9.67987,2005
IDENAO,FAKO,IDENAU,SUD-OUEST,11446,0,4.2475,9.00472,2005
NDOM,MOUNGO,MOMBO,LITTORAL,51764,459,4.4978,9.5628,2005
MVANGUÉ,MVILA,MENGONG,SUD,92859,628,2.96667,11.51667,2005
MUTENGENE,FAKO,LIMBÃ© I,SUD-OUEST,11598,0,4.0913,9.3144,2005
BEKONDO,MEME,KUMBA I,SUD-OUEST,15567,3508,4.6819,9.3214,2005
DIANG,NKAM,YABASSI,LITTORAL,52582,381,4.25,10.01667,2005
BABANKI,MEZAM,TUBAH,NORD-OUEST,75913,3818,6.11667,10.25,2005
SOMIÉ,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.45843,11.43299,2005
DIMAKO,KADEI,DIMAKO,EST,33439,1482,4.38333,13.56667,2005
OKOLA,LEKIE,OKALA,CENTRE,22651,0,4.01667,11.38333,2005
BANSOA,HAUTS-PLATEAUX,BAFOUSSAM III,OUEST,83192,1567,5.44718,10.31514,2005
EYUMOJOK,MANYU,EYUMODJOCK,SUD-OUEST,14237,1222,5.750358,8.983317,2005
MBE,VINA,MBÃ©,ADAMAOUA,15446,0,7.850437,13.600038,2005
OVENG,MVILA,AMBAM,SUD,92151,1058,2.41667,11.56667,2005
AKOM,DJA-ET-LOBO,BENGBIS,SUD,91179,287,3.28333,12.46667,2005
SOUMI,FARO,BÃ©KA,NORD,62173,0,8.57084,13.00554,2005
MEBA,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.28333,11.88333,2005
ADJAP,MVILA,BIWONG-BANÃ©,SUD,92243,0,2.96667,11.11667,2005
NKOADJAP,MVILA,BIWONG-BULU,SUD,92384,344,2.55,11.53333,2005
SOLOA,MAYO-LOUTI,FIGUIL,NORD,63523,1532,9.66472,13.96794,2005
LAMINGUEL,MAYO-LOUTI,GUIDER,NORD,63639,2549,9.91042,13.77728,2005
DAFEN,DIAMARE,ZINA,EXTREME-NORD,41542,472,11.09096,14.88235,2005
GALEGALE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,550,12.20354,14.69994,2005
BAMGUEL-MBORORO,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,439,10.28561,13.83162,2005
FADARE,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.91999,14.60241,2005
KONGOLA DJIDDEO,DIAMARE,MAROUA II,EXTREME-NORD,41621,3160,10.61667,14.4,2005
GOIZINAK,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,472,11.51017,15.11491,2005
GUETAMA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.04993,13.83486,2005
MAWAK,MAYO-SAVA,KOZA,EXTREME-NORD,45214,481,10.93504,13.90911,2005
WAGLAM,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1228,12.6855,14.4892,2005
GOULOUNDOUMA,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,801,11.50278,14.72679,2005
POUMPOUM,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.65,12.58333,2005
BERKONG,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,602,4.65,12.6,2005
MEBEM,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,315,3.48333,12.18333,2005
MEMIAM,NYONG-ET-SO,MBALMAYO,CENTRE,21774,3475,3.46667,11.6,2005
MBENGUENI,HAUTE-SANAGA,NKOTENG,CENTRE,21489,384,4.78333,12.05,2005
BINDALIMA I,LEKIE,NTUI,CENTRE,22346,1665,4.45,11.63333,2005
AVO,LEKIE,MONATÃ©LÃ©,CENTRE,22121,0,4.26667,11.23333,2005
NKOLELOUGA,LEKIE,EBEBDA,CENTRE,22482,1029,4.46667,11.36667,2005
BIKOUE,OCEAN,LOKOUNDJÃ©,SUD,93834,0,3.2,10.03333,2005
NKONO,DJA-ET-LOBO,OVENG,SUD,91725,332,2.4,12.43333,2005
LAK,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.97767,13.71518,2005
BOBOK,FARO,MBÃ©,NORD,62446,0,8.13333,13.63333,2005
GOULOUM,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.03903,13.66974,2005
BIGALERE,MAYO-REY,MADINGRING,NORD,64455,1530,8.38333,14.95,2005
KITCHIHA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,10.01473,13.3353,2005
OURO GALDIMA,BENOUE,LAGDO,NORD,61857,173,8.68333,13.58333,2005
SANGUERE-PAUL,BENOUE,GAROUA III,NORD,61786,898,9.28164,13.45958,2005
SOUARI,BENOUE,PITOA,NORD,61233,1535,9.31745,13.66739,2005
MASGA,MAYO-LOUTI,FIGUIL,NORD,63523,1532,10.02912,13.99705,2005
HAITA,MAYO-REY,MADINGRING,NORD,64455,1530,8.23333,14.95,2005
NDJAMENA,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,12.01474,14.72028,2005
BABADAM,DIAMARE,BOGO,EXTREME-NORD,41171,2259,10.78182,14.73783,2005
MELDERE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,481,10.83253,13.8285,2005
PALBARA,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.90754,14.21119,2005
MAFAOLI,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2331,10.72839,13.82106,2005
DJEMBELE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,481,10.79888,13.82059,2005
JAOUE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,481,10.77291,13.84003,2005
MATAL,MAYO-SAVA,KOZA,EXTREME-NORD,45214,481,10.93163,13.99486,2005
NKOLNGOK,MEFOU-ET-AKONO,AKONO,CENTRE,26176,363,3.5,11.36667,2005
OSOE BIKOBO,MEFOU-ET-AKONO,AKONO,CENTRE,26176,363,3.45,11.18333,2005
KOUNDJIRI,MBAM-ET-KIM,YOKO,CENTRE,24769,256,5.36667,12.21667,2005
OSOMBE,LEKIE,NTUI,CENTRE,22346,1665,4.6,11.65,2005
AFAMVE,MEFOU-ET-AFAMBA,EDZENDOUAN,CENTRE,25474,4418,4.16667,11.66667,2005
EFOULAN,NYONG-ET-SO,ENDOM,CENTRE,21661,315,3.4,12.06667,2005
DJOP,DJA-ET-LOBO,DJOUM,SUD,91262,599,2.43333,12.68333,2005
BIKOU,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,1082,2.81667,10.95,2005
NKOUMADJAP II,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.2,11.95,2005
MANG,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.91667,12.01667,2005
MBA,MAYO-BANYO,BANYO,ADAMAOUA,13212,3422,6.98333,11.91667,2005
NIE DEUWA,DJEREM,TABATI,ADAMAOUA,11554,0,6.87329,12.81997,2005
NJA',HAUTS-PLATEAUX,PENKA-MICHEL,OUEST,83857,994,5.45548,10.26218,2005
FAMLOUH,HAUTS-PLATEAUX,BANGOU,OUEST,83512,693,5.19299,10.43377,2005
KEKEM,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.15689,10.01996,2005
NGWIHO,KOUNG-KHI,BAYANGAM,OUEST,84353,357,5.2607,10.48145,2005
BAKADJOU,BAMBOUTOS,MBOUDA,OUEST,81756,1821,5.54509,10.29508,2005
NZENKOP,MENOUA,NKONG-ZEM,OUEST,85824,0,5.48193,10.10815,2005
KONE,BENOUE,NGONG,NORD,61167,0,8.82923,13.28359,2005
DJIMI,FARO,LAGDO,NORD,62357,173,8.52646,13.51343,2005
PITOA-DOULI,BENOUE,GAROUA III,NORD,61786,898,9.27306,13.53361,2005
NIAKIRA,BENOUE,GAROUA II,NORD,61682,6143,9.38159,13.45016,2005
GANDJIBA,FARO,LAGDO,NORD,62357,173,8.42913,13.33745,2005
AMSA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.44778,13.54263,2005
MBOUGOUANE,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.55535,13.6956,2005
SAO,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,550,12.2592,14.81148,2005
ROUA,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.77895,13.99153,2005
BIVON,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,657,10.25474,13.85919,2005
GOULVOU,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,657,10.41071,13.77719,2005
WARADE,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1251,11.1463,13.95175,2005
KABO SANG HIRE,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.09591,14.70853,2005
OURO DEOUMARE,MAYO-DANAY,MOULVOUDAYE,EXTREME-NORD,43252,2238,10.38425,14.86175,2005
MADAKOLKOS,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.90367,14.1133,2005
BILAO,MAYO-KANI,GUIDIGUIS,EXTREME-NORD,44417,1811,10.07394,14.52485,2005
CHICHIEM,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2331,10.72966,13.88235,2005
MATSARI,MBAM-ET-KIM,YOKO,CENTRE,24769,256,5.35,12.23333,2005
MAFIA,NOUN,DEUK,OUEST,88271,1430,5.33333,11.35,2005
ADOUM,NYONG-ET-SO,DZENG,CENTRE,21585,360,3.61667,11.76667,2005
MBE,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2249,4.28333,11.86667,2005
NKOLMEDZAP,MEFOU-ET-AKONO,NGOUMOU,CENTRE,26445,671,3.61667,11.26667,2005
DOUALAYEL,FARO-ET-DEO,TIGNÃ¨RE,ADAMAOUA,12592,0,7.01667,12.66667,2005
WEME,MEME,DIKOME-BALUE,SUD-OUEST,15216,0,4.7752,9.1916,2005
EDIGIDIM,NDIAN,BAMUSSO,SUD-OUEST,16177,1106,4.5195,8.8838,2005
BOGONGO,MEME,EKONDO-TITI,SUD-OUEST,15318,2979,4.5804,9.1041,2005
NKWENTOR,KUPE-MANENGUBA,KONYE,SUD-OUEST,12228,1391,5.0736,9.3955,2005
BASSE,MIFI,BAFOUSSAM III,OUEST,86392,1567,5.54836,10.34391,2005
BANDOUOP,HAUT-NKAM,BANA,OUEST,82395,1532,5.10013,10.35796,2005
LAPU,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9797,9.6745,2005
NGEMBO,MEZAM,BAMENDA II,NORD-OUEST,75442,0,5.96387,10.03763,2005
BENDI,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9014,9.7537,2005
BUGRI,MEZAM,BAFUT,NORD-OUEST,75149,7868,6.2557,9.9862,2005
MBALAM,HAUT-NYONG,NGOYLA,EST,32997,368,2.78333,13.95,2005
KABILI,HAUTE-SANAGA,DOUMAINTANG,CENTRE,21448,699,4.31667,13.23333,2005
NLANE,LOM-ET-DJEREM,NGOURA,EST,34148,1841,5.1,14.01667,2005
DIMAKO I,KADEI,BATOURI,EST,33158,1564,4.35,14.15,2005
YENGA DOUCEMENT,BOUMBA-ET-NGOKO,MOULOUNDOU,EST,31357,0,2.26667,15.35,2005
MANSA,LOM-ET-DJEREM,BÃ©LABO,EST,34497,0,5.16667,13.51667,2005
MAYOS,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.93333,12.68333,2005
FANG BILOUN,NYONG-ET-MFOUMOU,KOBDOMBO,CENTRE,29111,0,4.0,12.71667,2005
DONKERE,FARO-ET-DEO,MAYO-BALÃ©O,ADAMAOUA,12447,0,7.76667,12.2,2005
AKAK,MANYU,MAMFE,SUD-OUEST,14357,0,5.48333,9.36667,2005
NYE,MENOUA,NKONG-ZEM,OUEST,85824,0,5.51137,10.15574,2005
MEGHUI,BAMBOUTOS,BATCHAM,OUEST,81593,979,5.57605,10.17075,2005
BAHAM III,MIFI,KOUOPTAMO,OUEST,86694,1007,5.61965,10.58774,2005
NGWA,KOUNG-KHI,BAYANGAM,OUEST,84353,357,5.20134,10.48097,2005
MELIA,MENOUA,NKONG-ZEM,OUEST,85824,0,5.50906,10.14901,2005
MODONG,BAMBOUTOS,GALIM,OUEST,81677,1466,5.71815,10.44138,2005
NVING,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,949,5.36684,10.24563,2005
BAMETOU,MIFI,BAFOUSSAM III,OUEST,86392,1567,5.53479,10.37184,2005
NDOUMBA,NDE,BASSAMBA,OUEST,87214,149,5.04652,10.56066,2005
NKOAMBENG,MIFI,KOUOPTAMO,OUEST,86694,1007,5.61303,10.62003,2005
BOME,MEZAM,MBENGWI,NORD-OUEST,75626,2247,5.97591,10.00104,2005
DUSAT,SANAGA-MARITIME,ÃDÃ©A II,LITTORAL,53453,0,4.1,10.41667,2005
MAMPANG,HAUT-NYONG,ABONG-MBANG,EST,32193,1733,4.0,13.18333,2005
KOMBA,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,287,3.41667,12.7,2005
MBAME I,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,808,4.3,13.06667,2005
AKOM,OCEAN,NIÃ©TÃ©,SUD,93235,0,2.81667,10.13333,2005
ANGONGE,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.21667,11.95,2005
ALOUM,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,1082,2.8,10.73333,2005
LOUM,NYONG-ET-SO,MEYOMESSALA,CENTRE,21942,539,3.23333,12.1,2005
YOS,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,539,2.98333,12.23333,2005
NKONDONGO,MVILA,EBOLOWA II,SUD,92529,1086,2.66667,11.35,2005
BAM,MAYO-REY,NGAN'HA,NORD,64683,0,7.71667,14.0,2005
KABOA,MAYO-REY,DJOHONG,NORD,64288,536,7.20366,15.02255,2005
NDOA,OCEAN,LOKOUNDJÃ©,SUD,93834,0,3.05,10.23333,2005
MEKAK,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.26667,12.01667,2005
POMLA,FARO,BÃ©KA,NORD,62173,0,8.75,12.86667,2005
MAYO BAYLA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.75389,13.43952,2005
SOSIMI,MAYO-LOUTI,PITOA,NORD,63233,1535,9.61667,13.7,2005
MARKA,FARO,LAGDO,NORD,62357,173,8.45772,13.2762,2005
MIGALAT,MBERE,BÃ©LEL,ADAMAOUA,14165,0,7.16667,14.38333,2005
DJIRLADJE,BENOUE,GAROUA I,NORD,61565,5500,9.28752,13.33953,2005
GUELELE,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.78191,13.97694,2005
MALAM PETEL,DIAMARE,MAROUA III,EXTREME-NORD,41781,2132,10.81445,14.44707,2005
GOLOMBA,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.76335,13.97396,2005
MONGOSSI,DIAMARE,MAGA,EXTREME-NORD,41499,2805,10.94814,14.79036,2005
MOULANDI,MAYO-LOUTI,MOUTOURWA,NORD,63982,923,10.20481,14.03188,2005
ABOUDANGALA KABIR,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,819,12.67015,14.54634,2005
DIO,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.39618,14.58968,2005
OROUGOLDA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,481,10.83354,13.8676,2005
RVA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,481,10.8719,13.72295,2005
JILER,MAYO-SAVA,KOZA,EXTREME-NORD,45214,481,10.917,13.89905,2005
DIVEL,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,801,11.5014,14.82319,2005
NGORO,MAYO-KANI,DZIGUILAO,EXTREME-NORD,44241,0,10.06695,14.83439,2005
GUIDIYAK,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.85237,13.96862,2005
MARGAMA,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,580,12.52315,14.29267,2005
KALANG,MAYO-DANAY,MAGA,EXTREME-NORD,43199,2805,10.82073,14.8882,2005
EBOMSI I,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.41667,11.71667,2005
NSEBE,MEFOU-ET-AFAMBA,MENGANG,CENTRE,25973,462,3.78333,11.96667,2005
KINTELOM,NYONG-ET-SO,ENDOM,CENTRE,21661,315,3.41667,12.01667,2005
MBATI,MBAM-ET-KIM,YOKO,CENTRE,24769,256,5.08333,12.06667,2005
OMBAMO,MBAM-ET-INOUBOU,BOKITO,CENTRE,23263,3340,4.43333,10.98333,2005
OURO ARDOYA YA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.86667,13.33333,2005
